modelo,geocode,departamento,distrito,horizonte,anio,y_true,y_pred,error,abs_error,squared_error
Persistencia_WF,010305,Amazonas,Cuispes,4,2023,0.6739745990167957,0.6911022772341152,0.0171276782173195,0.0171276782173195,0.000293357361116
Persistencia_WF,010305,Amazonas,Cuispes,5,2024,0.6722867341197738,0.6739745990167957,0.0016878648970218,0.0016878648970218,2.848887910598697e-06
Persistencia_WF,010306,Amazonas,Florida,1,2020,0.493022976302558,0.4948618817732017,0.0018389054706436,0.0018389054706436,3.3815733299633e-06
Persistencia_WF,010306,Amazonas,Florida,2,2021,0.5026181366559164,0.493022976302558,-0.0095951603533583,0.0095951603533583,9.20671022066607e-05
Persistencia_WF,010306,Amazonas,Florida,3,2022,0.4950221349732577,0.5026181366559164,0.0075960016826586,0.0075960016826586,5.769924156295336e-05
Persistencia_WF,010306,Amazonas,Florida,4,2023,0.4803108912081088,0.4950221349732577,0.0147112437651488,0.0147112437651488,0.0002164206931176
Persistencia_WF,010306,Amazonas,Florida,5,2024,0.4815568598385449,0.4803108912081088,-0.001245968630436,0.001245968630436,1.552437828030757e-06
Persistencia_WF,010307,Amazonas,Jazan,1,2020,0.3945542287505724,0.392311576079937,-0.0022426526706353,0.0022426526706353,5.0294910011080566e-06
Persistencia_WF,010307,Amazonas,Jazan,2,2021,0.3733253490201604,0.3945542287505724,0.0212288797304119,0.0212288797304119,0.0004506653346082
Persistencia_WF,010307,Amazonas,Jazan,3,2022,0.3791257177075628,0.3733253490201604,-0.0058003686874024,0.0058003686874024,3.3644276909798394e-05
Persistencia_WF,010307,Amazonas,Jazan,4,2023,0.3779163290946024,0.3791257177075628,0.0012093886129604,0.0012093886129604,1.4626208171583725e-06
Persistencia_WF,010307,Amazonas,Jazan,5,2024,0.3614662956309368,0.3779163290946024,0.0164500334636655,0.0164500334636655,0.0002706036009557
Persistencia_WF,010308,Amazonas,Recta,1,2020,0.3407029118822559,0.3439383366110512,0.0032354247287953,0.0032354247287953,1.0467973175700429e-05
Persistencia_WF,010308,Amazonas,Recta,2,2021,0.3459684070291188,0.3407029118822559,-0.0052654951468629,0.0052654951468629,2.772543914163696e-05
Persistencia_WF,010308,Amazonas,Recta,3,2022,0.3286493687749793,0.3459684070291188,0.0173190382541394,0.0173190382541394,0.0002999490860483
